,cut,color,clarity,carat,depth,table,price,x (Premium),z (Very Good),y (Good)
51613,4,4,7,0.53,61.3,61.0,1548,5.15,3.17,5.2
51614,4,4,5,0.55,62.0,55.2,1548,5.28,3.28,5.31
51615,4,3,2,0.61,59.7,63.0,1548,5.5,3.26,5.43
51616,4,1,5,0.51,64.1,57.0,1549,5.02,3.23,5.06
51617,4,1,5,0.51,60.0,57.0,1549,5.15,3.1,5.19
51618,4,2,5,0.52,61.9,59.0,1550,5.11,3.17,5.14
51619,4,2,5,0.52,63.9,57.0,1550,5.08,3.26,5.12
51620,4,2,4,0.5,59.9,61.0,1550,5.13,3.08,5.16
51621,4,2,4,0.5,62.9,58.0,1550,5.05,3.19,5.09
51622,4,1,2,0.55,61.0,61.0,1551,5.25,3.22,5.3
51623,4,2,5,0.54,58.2,60.0,1551,5.34,3.12,5.39
51624,4,3,5,0.55,62.3,56.0,1551,5.24,3.28,5.29
51625,4,4,5,0.59,61.8,56.0,1552,5.37,3.33,5.41
51626,4,2,5,0.51,63.1,59.0,1552,5.1,3.2,5.04
51627,4,0,5,0.5,63.7,56.0,1553,4.95,3.18,5.03
51628,4,1,5,0.51,61.2,60.0,1554,5.11,3.15,5.18
51629,4,1,4,0.5,61.6,59.0,1554,5.06,3.14,5.14
51630,4,2,2,0.6,62.4,56.0,1554,5.37,3.36,5.4
51631,4,2,2,0.6,60.0,61.0,1554,5.48,3.3,5.52
51632,4,3,2,0.6,61.1,57.0,1554,5.36,3.31,5.47
51633,4,3,4,0.52,59.1,60.0,1554,5.24,3.08,5.19
51634,4,3,2,0.59,59.3,58.0,1555,5.45,3.25,5.51
51635,4,0,5,0.52,60.9,58.0,1555,5.22,3.16,5.16
51636,4,3,5,0.59,62.8,56.0,1556,5.3,3.34,5.34
51637,4,4,5,0.6,60.8,60.0,1557,5.39,3.29,5.44
51638,4,2,4,0.5,61.9,62.0,1558,5.02,3.12,5.06
51639,4,1,2,0.54,59.6,62.0,1559,5.31,3.18,5.36
51640,4,1,2,0.55,59.7,60.0,1559,5.31,3.2,5.41
51641,4,1,5,0.5,62.9,55.0,1559,5.07,3.2,5.11
51642,4,1,5,0.5,62.9,60.0,1559,5.07,3.2,5.1
51643,4,1,5,0.5,62.8,60.0,1559,5.02,3.17,5.08
51644,4,3,4,0.51,63.3,56.0,1560,5.05,3.21,5.08
51645,4,4,4,0.53,63.3,56.0,1561,5.13,3.26,5.17
51646,4,4,4,0.59,62.4,58.0,1561,5.39,3.37,5.42
51647,4,1,5,0.5,60.2,60.0,1561,5.13,3.1,5.17
51648,4,0,2,0.51,63.2,55.0,1562,5.12,3.22,5.07
51649,4,3,5,0.55,61.6,56.0,1563,5.26,3.25,5.3
51650,4,3,4,0.54,64.0,59.5,1563,5.12,3.3,5.17
51651,4,5,7,0.6,63.7,57.4,1565,5.36,3.42,5.41
51652,4,3,5,0.57,60.7,58.0,1565,5.31,3.24,5.37
51653,4,3,2,0.6,63.1,57.0,1565,5.32,3.39,5.41
51654,4,3,2,0.6,63.5,59.9,1565,5.28,3.36,5.3
51655,4,0,5,0.5,61.1,58.0,1565,5.09,3.14,5.18
51656,4,1,4,0.47,61.8,58.0,1566,4.97,3.09,5.03
51657,4,1,5,0.58,61.1,63.0,1566,5.41,3.28,5.33
51658,4,1,5,0.5,62.4,57.0,1568,5.01,3.13,5.03
51659,4,4,7,0.5,62.9,56.0,1569,5.03,3.18,5.08
51660,4,0,5,0.5,63.3,56.0,1569,5.0,3.18,5.05
51661,4,3,4,0.5,62.9,58.0,1569,5.06,3.19,5.08
51662,4,0,2,0.51,60.9,59.0,1569,5.13,3.14,5.19
51663,4,0,2,0.51,61.0,60.0,1569,5.15,3.15,5.18
51664,4,0,2,0.51,62.3,57.0,1569,5.08,3.18,5.13
51665,4,2,5,0.51,62.9,55.0,1569,5.08,3.21,5.12
51666,4,0,2,0.51,62.8,56.0,1569,5.07,3.19,5.09
51667,4,2,5,0.51,62.9,57.0,1569,5.09,3.21,5.11
51668,4,2,5,0.51,61.0,58.0,1569,5.1,3.13,5.17
51669,4,1,5,0.52,62.8,58.0,1571,5.11,3.22,5.14
51670,4,4,6,0.46,62.0,56.0,1572,4.96,3.07,4.98
51671,4,5,5,0.61,62.4,57.0,1572,5.4,3.38,5.43
51672,4,4,4,0.52,63.5,58.0,1572,5.08,3.24,5.13
51673,4,2,5,0.51,63.1,57.0,1574,5.1,3.21,5.08
51674,4,2,5,0.51,63.1,58.0,1574,5.11,3.22,5.09
51675,4,2,5,0.51,63.2,56.0,1574,5.1,3.21,5.06
51676,4,2,5,0.51,63.5,56.0,1574,5.09,3.22,5.05
51677,4,0,2,0.51,63.5,55.0,1574,5.09,3.23,5.08
51678,4,0,2,0.51,63.5,56.0,1574,5.08,3.22,5.06
51679,4,0,2,0.53,61.2,54.0,1576,5.23,3.21,5.26
51680,4,4,5,0.56,61.8,54.1,1576,5.31,3.29,5.34
51681,4,4,7,0.51,62.2,61.0,1577,5.06,3.16,5.1
51682,4,1,5,0.51,63.6,59.0,1577,4.99,3.2,5.07
51683,4,3,5,0.52,63.2,58.0,1577,5.12,3.23,5.1
51684,4,5,6,0.52,63.1,58.0,1577,5.13,3.23,5.1
51685,4,2,5,0.53,63.2,58.0,1578,5.13,3.25,5.16
51686,4,0,2,0.56,63.9,56.0,1578,5.2,3.34,5.26
51687,4,0,2,0.56,62.5,58.0,1578,5.23,3.28,5.27
51688,4,4,5,0.34,60.0,58.0,521,4.52,2.72,4.56
51689,4,3,2,0.33,61.2,56.0,521,4.44,2.72,4.46
51690,4,3,2,0.34,63.4,57.0,521,4.4,2.81,4.45
51691,4,4,5,0.33,62.0,59.0,521,4.4,2.74,4.44
51692,4,4,5,0.33,62.8,59.0,521,4.38,2.77,4.44
51693,4,4,5,0.33,61.4,58.0,521,4.44,2.74,4.49
51694,4,4,5,0.33,62.2,57.0,521,4.42,2.76,4.46
51695,4,0,7,0.24,59.5,62.0,521,4.04,2.41,4.06
51696,4,1,6,0.24,60.3,61.0,521,4.03,2.44,4.06
51697,4,0,5,0.5,63.8,56.0,1580,5.05,3.23,5.08
51698,4,3,4,0.5,63.2,59.0,1580,5.03,3.19,5.07
51699,4,3,5,0.56,62.5,57.0,1580,5.25,3.29,5.28
51700,4,4,4,0.56,62.8,56.0,1580,5.23,3.3,5.28
51701,4,3,5,0.56,60.9,58.0,1580,5.34,3.26,5.36
51702,4,0,2,0.55,61.6,56.0,1580,5.24,3.24,5.28
51703,4,5,6,0.56,62.4,56.0,1580,5.24,3.28,5.28
51704,4,5,3,0.7,62.5,58.0,1580,5.64,3.55,5.72
51705,4,2,5,0.52,60.4,56.0,1581,5.27,3.19,5.29
51706,4,3,4,0.52,61.8,58.0,1581,5.19,3.2,5.16
51707,4,0,5,0.54,61.1,59.0,1583,5.25,3.22,5.29
51708,4,1,4,0.51,58.1,60.0,1583,5.28,3.08,5.32
51709,4,1,5,0.5,63.4,58.0,1583,5.08,3.21,5.05
51710,4,1,5,0.5,62.9,56.0,1584,5.06,3.2,5.11
51711,4,1,2,0.55,58.5,65.0,1587,5.33,3.13,5.38
51712,4,4,7,0.49,62.3,57.0,1588,5.02,3.14,5.05
51713,4,3,4,0.51,61.0,56.0,1588,5.17,3.16,5.19
51714,4,1,5,0.55,58.1,62.0,1589,5.38,3.15,5.46
51715,4,4,5,0.61,63.3,57.5,1590,5.38,3.41,5.4
51716,4,3,5,0.56,63.4,58.0,1590,5.23,3.33,5.28
51717,4,1,5,0.51,63.0,59.0,1590,5.05,3.19,5.08
51718,4,2,5,0.52,61.1,56.0,1591,5.21,3.19,5.24
51719,4,2,5,0.53,62.7,57.0,1592,5.1,3.21,5.14
51720,4,3,4,0.5,61.3,58.0,1592,5.03,3.1,5.09
51721,4,3,4,0.5,62.9,55.0,1592,5.06,3.19,5.09
51722,4,6,1,0.57,59.8,59.0,1592,5.39,3.23,5.41
51723,4,0,2,0.55,63.1,56.0,1593,5.19,3.28,5.22
51724,4,0,2,0.54,60.0,59.8,1593,5.3,3.18,5.34
51725,4,2,2,0.59,61.4,58.0,1595,5.39,3.33,5.45
51726,4,4,5,0.6,64.2,57.0,1597,5.27,3.4,5.32
51727,4,0,5,0.51,62.9,56.0,1597,5.07,3.2,5.1
51728,4,4,4,0.5,61.6,57.0,1598,5.11,3.15,5.13
51729,4,4,4,0.5,61.0,56.0,1598,5.1,3.12,5.13
51730,4,2,5,0.55,62.5,62.0,1599,5.2,3.26,5.24
51731,4,0,5,0.51,63.7,55.0,1599,5.05,3.23,5.09
51732,4,3,4,0.51,62.7,58.0,1599,5.05,3.18,5.09
51733,4,2,2,0.6,63.2,57.0,1599,5.39,3.39,5.33
51734,4,2,4,0.54,61.6,59.0,1600,5.26,3.22,5.2
51735,4,2,5,0.52,60.7,59.0,1600,5.14,3.13,5.18
51736,4,2,5,0.51,62.0,58.0,1601,5.08,3.16,5.11
51737,4,2,5,0.51,60.6,60.0,1601,5.18,3.15,5.22
51738,4,0,5,0.53,63.2,56.0,1601,5.1,3.24,5.15
51739,4,1,5,0.52,59.2,59.0,1601,5.23,3.11,5.27
51740,4,1,4,0.52,63.4,54.0,1601,5.08,3.23,5.11
51741,4,0,5,0.5,63.3,58.0,1602,5.03,3.19,5.05
51742,4,3,4,0.5,61.9,59.0,1603,5.06,3.14,5.08
51743,4,5,3,0.7,60.9,59.0,1603,5.7,3.49,5.76
51744,4,1,4,0.5,63.9,55.0,1604,4.98,3.2,5.03
51745,4,2,4,0.51,61.4,60.0,1604,5.07,3.13,5.13
51746,4,3,5,0.56,62.6,58.0,1605,5.22,3.31,5.32
51747,4,1,5,0.5,60.9,58.0,1605,5.14,3.14,5.17
51748,4,4,5,0.57,61.7,54.8,1605,5.34,3.3,5.37
51749,4,0,2,0.52,63.3,58.0,1605,5.15,3.25,5.12
51750,4,4,7,0.52,61.7,63.0,1605,5.26,3.22,5.16
51751,4,1,5,0.5,63.3,57.0,1606,5.1,3.22,5.07
51752,4,2,5,0.52,62.4,57.0,1607,5.12,3.2,5.13
51753,4,2,4,0.53,60.6,57.0,1607,5.21,3.17,5.25
51754,4,3,4,0.53,61.9,57.0,1607,5.19,3.22,5.22
51755,4,1,5,0.53,58.3,62.0,1607,5.26,3.08,5.31
51756,4,3,4,0.53,63.0,58.0,1607,5.15,3.25,5.17
51757,4,1,5,0.53,61.4,55.0,1607,5.21,3.21,5.24
51758,4,4,4,0.53,63.4,56.0,1607,5.16,3.26,5.13
51759,4,3,5,0.57,62.6,55.0,1608,5.26,3.31,5.31
51760,4,3,5,0.57,62.1,57.0,1608,5.27,3.28,5.3
51761,4,1,2,0.57,60.3,57.0,1608,5.34,3.24,5.4
51762,4,3,5,0.57,62.8,57.0,1608,5.23,3.3,5.28
51763,4,1,5,0.58,60.3,57.0,1608,5.41,3.27,5.44
51764,4,0,7,0.24,58.8,58.0,521,4.05,2.39,4.08
51765,4,1,6,0.24,60.6,59.0,521,4.0,2.43,4.02
51766,4,4,7,0.28,62.7,54.0,522,4.16,2.61,4.19
51767,4,4,7,0.28,62.0,55.0,522,4.21,2.62,4.23
51768,4,3,7,0.28,61.4,55.0,522,4.21,2.59,4.24
51769,4,3,7,0.28,62.3,56.0,522,4.16,2.6,4.19
51770,4,3,7,0.28,61.1,56.0,522,4.25,2.6,4.27
51771,4,3,7,0.28,62.5,53.0,522,4.18,2.62,4.21
51772,4,3,6,0.29,62.0,58.0,522,4.19,2.61,4.23
51773,4,2,5,0.55,62.6,57.0,1609,5.19,3.26,5.23
51774,4,6,3,0.7,63.6,56.0,1609,5.57,3.56,5.63
51775,4,2,5,0.53,60.5,55.0,1610,5.24,3.19,5.29
51776,4,1,5,0.53,60.1,60.0,1612,5.21,3.15,5.28
51777,4,1,5,0.51,61.4,56.0,1612,5.15,3.17,5.18
51778,4,1,5,0.51,62.8,56.0,1612,5.11,3.22,5.14
51779,4,2,5,0.56,62.0,56.0,1614,5.2,3.23,5.22
51780,4,5,7,0.62,61.3,58.8,1615,5.48,3.37,5.52
51781,4,2,5,0.5,61.4,59.0,1615,5.1,3.14,5.12
51782,4,2,7,0.47,62.1,56.0,1616,4.96,3.09,4.99
51783,4,1,4,0.48,59.1,62.0,1616,5.14,3.05,5.18
51784,4,0,4,0.51,58.8,60.0,1616,5.18,3.07,5.26
51785,4,3,5,0.57,62.2,60.0,1617,5.28,3.29,5.3
51786,4,3,5,0.57,63.0,58.0,1617,5.24,3.31,5.27
51787,4,3,5,0.59,61.5,59.0,1618,5.32,3.3,5.41
51788,4,3,4,0.52,60.2,57.0,1618,5.22,3.15,5.26
51789,4,6,2,0.7,62.0,56.0,1619,5.66,3.53,5.72
51790,4,0,2,0.59,62.9,58.0,1621,5.31,3.35,5.34
51791,4,1,5,0.52,62.8,55.0,1621,5.11,3.22,5.15
51792,4,3,4,0.52,59.5,58.0,1621,5.21,3.12,5.28
51793,4,0,2,0.61,62.4,59.0,1622,5.42,3.39,5.45
51794,4,2,5,0.59,62.9,55.0,1622,5.32,3.37,5.39
51795,4,3,5,0.59,62.8,59.0,1623,5.28,3.33,5.33
51796,4,1,5,0.5,61.2,63.0,1623,5.14,3.13,5.09
51797,4,1,3,0.62,58.8,63.0,1624,5.58,3.29,5.61
51798,4,1,5,0.5,61.4,59.0,1624,5.09,3.14,5.13
51799,4,1,5,0.5,61.1,61.0,1624,5.11,3.13,5.13
51800,4,1,5,0.5,62.8,57.0,1624,5.04,3.19,5.12
51801,4,1,5,0.5,61.5,56.0,1624,5.07,3.13,5.11
51802,4,3,4,0.5,59.4,60.0,1624,5.13,3.06,5.17
51803,4,1,5,0.5,62.7,54.0,1624,5.07,3.19,5.1
51804,4,1,5,0.5,61.3,58.0,1624,5.06,3.12,5.12
51805,4,1,5,0.5,61.8,58.0,1624,5.05,3.14,5.11
51806,4,1,5,0.5,61.3,59.0,1624,5.05,3.11,5.1
51807,4,3,4,0.5,61.0,59.0,1624,5.09,3.12,5.14
51808,4,1,5,0.5,62.9,59.0,1624,5.06,3.19,5.09
51809,4,3,4,0.5,62.1,55.0,1624,5.06,3.19,5.22
51810,4,1,5,0.52,61.5,58.0,1625,5.18,3.2,5.24
51811,4,2,5,0.55,62.5,56.0,1625,5.23,3.28,5.27
51812,4,6,5,0.71,62.6,57.0,1626,5.64,3.55,5.7
51813,4,2,5,0.56,60.0,57.0,1627,5.34,3.22,5.39
51814,4,0,5,0.5,62.8,60.0,1627,5.02,3.17,5.08
51815,4,0,5,0.5,63.4,57.0,1627,5.05,3.21,5.08
51816,4,2,4,0.51,63.3,57.0,1627,5.06,3.21,5.09
51817,4,4,4,0.51,60.7,56.0,1628,5.18,3.16,5.21
51818,4,4,4,0.51,62.3,56.0,1628,5.1,3.18,5.13
51819,4,4,4,0.51,60.7,56.0,1628,5.16,3.15,5.2
51820,4,4,4,0.51,62.3,57.0,1628,5.1,3.18,5.12
51821,4,0,5,0.5,61.2,56.0,1628,5.14,3.15,5.16
51822,4,1,5,0.55,61.7,59.0,1629,5.2,3.23,5.27
51823,4,3,4,0.52,62.3,58.0,1629,5.14,3.21,5.17
51824,4,0,3,0.64,62.8,54.0,1629,5.5,3.46,5.52
51825,4,1,5,0.5,60.0,63.0,1629,5.12,3.06,5.08
51826,4,1,5,0.5,63.5,54.0,1629,5.08,3.21,5.03
51827,4,1,5,0.5,63.4,58.0,1629,5.06,3.2,5.04
51828,4,1,5,0.5,63.5,58.0,1629,5.07,3.21,5.04
51829,4,1,5,0.5,63.2,57.0,1629,5.06,3.19,5.03
51830,4,1,5,0.5,63.2,56.0,1629,5.06,3.19,5.03
51831,4,1,5,0.5,63.4,59.0,1629,5.09,3.22,5.06
51832,4,0,2,0.53,61.4,57.0,1631,5.2,3.21,5.26
51833,4,2,5,0.53,61.9,58.0,1631,5.17,3.21,5.2
51834,4,2,5,0.53,60.6,55.0,1631,5.23,3.18,5.26
51835,4,1,3,0.74,63.3,59.0,1632,5.82,3.67,5.78
51836,4,0,5,0.5,63.2,60.0,1632,5.04,3.18,5.02
51837,4,3,5,0.57,59.9,54.6,1633,5.43,3.26,5.46
51838,4,0,5,0.51,63.2,60.0,1633,5.04,3.19,5.06
51839,4,4,5,0.58,61.2,55.8,1633,5.39,3.3,5.41
51840,4,1,4,0.51,64.4,55.0,1634,5.03,3.25,5.07
51841,4,0,5,0.5,62.8,58.0,1635,5.0,3.15,5.03
51842,4,3,4,0.53,60.9,56.0,1636,5.24,3.2,5.27
51843,4,1,4,0.51,62.0,61.0,1636,5.11,3.18,5.14
51844,4,5,6,0.58,63.0,57.0,1636,5.29,3.35,5.34
51845,4,2,5,0.53,63.4,56.0,1636,5.16,3.26,5.13
51846,4,0,2,0.53,63.4,58.0,1636,5.15,3.25,5.11
51847,4,3,4,0.5,62.7,59.0,1637,5.04,3.17,5.07
51848,4,5,2,0.31,63.3,53.0,523,4.32,2.73,4.3
51849,4,5,2,0.31,63.5,56.0,523,4.32,2.73,4.28
51850,4,3,3,0.31,63.3,54.0,523,4.34,2.73,4.29
51851,4,2,5,0.57,62.0,54.0,1637,5.31,3.3,5.34
51852,4,1,5,0.54,60.7,56.0,1637,5.29,3.22,5.32
51853,4,1,5,0.51,63.3,55.0,1638,5.12,3.23,5.09
51854,4,1,5,0.51,63.5,57.0,1638,5.09,3.22,5.05
51855,4,2,5,0.54,60.9,55.0,1639,5.25,3.21,5.31
51856,4,4,5,0.63,61.2,59.2,1640,5.48,3.36,5.51
51857,4,1,5,0.51,61.8,58.0,1640,5.13,3.15,5.07
51858,4,1,5,0.52,63.0,58.0,1641,5.07,3.21,5.12
51859,4,3,4,0.52,63.8,58.0,1641,5.06,3.24,5.09
51860,4,1,2,0.58,63.1,56.0,1641,5.36,3.37,5.32
51861,4,3,5,0.57,63.3,56.0,1641,5.3,3.34,5.25
51862,4,3,4,0.53,63.1,56.0,1642,5.12,3.24,5.15
51863,4,4,4,0.55,61.0,56.0,1643,5.26,3.22,5.3
51864,4,6,2,0.71,60.7,58.0,1643,5.78,3.52,5.81
51865,4,1,4,0.48,62.2,62.0,1644,4.95,3.09,4.99
51866,4,0,5,0.5,63.4,58.0,1646,5.04,3.2,5.06
51867,4,0,5,0.5,61.1,58.0,1646,5.07,3.11,5.11
51868,4,1,5,0.53,59.1,60.0,1647,5.3,3.12,5.26
51869,4,3,4,0.53,62.3,55.0,1648,5.15,3.22,5.18
51870,4,3,4,0.53,61.2,57.0,1648,5.22,3.2,5.26
51871,4,3,4,0.57,59.3,56.0,1648,5.38,3.21,5.44
51872,4,0,2,0.54,60.3,61.0,1650,5.26,3.18,5.29
51873,4,0,5,0.57,60.4,57.0,1651,5.35,3.24,5.38
51874,4,1,2,0.59,62.9,58.0,1652,5.31,3.35,5.34
51875,4,1,5,0.52,62.5,58.0,1653,5.13,3.22,5.18
51876,4,2,4,0.54,61.8,59.0,1653,5.15,3.21,5.22
51877,4,2,4,0.54,60.0,59.0,1653,5.26,3.17,5.32
51878,4,1,5,0.53,62.8,57.0,1653,5.16,3.25,5.19
51879,4,1,5,0.57,63.0,59.0,1654,5.25,3.32,5.29
51880,4,3,4,0.53,59.6,58.0,1655,5.24,3.15,5.31
51881,4,1,5,0.58,61.9,58.0,1656,5.31,3.3,5.36
51882,4,3,4,0.51,62.9,58.0,1656,5.05,3.19,5.1
51883,4,1,5,0.51,61.3,60.0,1656,5.11,3.15,5.16
51884,4,3,4,0.51,62.7,56.0,1656,5.08,3.2,5.13
51885,4,1,5,0.51,60.5,56.0,1656,5.18,3.15,5.24
51886,4,2,4,0.5,58.8,60.0,1657,5.18,3.05,5.2
51887,4,2,4,0.54,60.0,61.0,1657,5.31,3.17,5.26
51888,4,2,6,0.46,61.4,57.0,1657,4.95,3.05,4.99
51889,4,0,5,0.6,63.1,54.0,1657,5.41,3.39,5.33
51890,4,0,5,0.51,63.1,56.0,1658,5.06,3.21,5.12
51891,4,4,4,0.52,62.2,55.0,1659,5.15,3.21,5.18
51892,4,4,4,0.52,61.7,55.0,1659,5.15,3.19,5.17
51893,4,3,2,0.61,62.0,58.0,1659,5.43,3.38,5.48
51894,4,1,2,0.56,62.8,57.6,1659,5.26,3.32,5.31
51895,4,2,2,0.6,60.6,57.0,1661,5.46,3.32,5.5
51896,4,0,2,0.54,62.1,56.0,1662,5.22,3.25,5.25
51897,4,0,2,0.54,62.9,57.0,1662,5.17,3.27,5.22
51898,4,0,2,0.54,62.0,55.0,1662,5.21,3.24,5.24
51899,4,2,5,0.54,59.5,58.0,1662,5.29,3.17,5.36
51900,4,2,5,0.54,59.4,57.0,1662,5.29,3.16,5.35
51901,4,0,2,0.54,62.1,58.0,1662,5.21,3.24,5.23
51902,4,1,5,0.51,63.1,55.0,1662,5.13,3.23,5.1
51903,4,1,5,0.51,63.1,57.0,1662,5.12,3.22,5.08
51904,4,1,5,0.51,63.3,57.0,1662,5.12,3.22,5.05
51905,4,3,3,0.31,63.2,55.0,523,4.33,2.73,4.31
51906,4,0,2,0.3,62.3,57.0,524,4.26,2.67,4.31
51907,4,2,5,0.3,58.8,60.0,524,4.37,2.58,4.41
51908,4,3,5,0.32,60.1,61.0,524,4.41,2.66,4.44
51909,4,3,5,0.32,58.4,57.0,524,4.51,2.64,4.53
51910,4,1,2,0.32,60.4,61.0,524,4.39,2.66,4.42
51911,4,2,5,0.3,63.0,55.0,524,4.28,2.7,4.29
51912,4,2,5,0.3,61.4,55.0,524,4.32,2.67,4.37
51913,4,1,5,0.51,63.5,56.0,1662,5.08,3.22,5.06
51914,4,4,6,0.52,63.9,59.0,1664,5.08,3.25,5.1
51915,4,0,5,0.52,60.0,57.0,1664,5.22,3.14,5.25
51916,4,0,5,0.52,63.6,59.0,1664,5.09,3.25,5.13
51917,4,3,4,0.53,62.2,59.0,1664,5.14,3.21,5.18
51918,4,3,5,0.59,61.1,57.0,1664,5.4,3.31,5.43
51919,4,1,2,0.59,62.9,57.0,1664,5.33,3.36,5.36
51920,4,1,5,0.52,62.2,56.0,1665,5.16,3.21,5.17
51921,4,3,4,0.54,61.6,54.0,1665,5.26,3.25,5.3
51922,4,1,4,0.5,62.5,58.0,1665,5.04,3.17,5.11
51923,4,3,2,0.64,64.0,53.8,1665,5.49,3.53,5.53
51924,4,5,5,0.7,62.2,59.0,1666,5.64,3.53,5.71
51925,4,6,2,0.7,61.9,58.0,1666,5.64,3.5,5.67
51926,4,6,2,0.72,62.7,56.0,1666,5.66,3.57,5.72
51927,4,2,5,0.58,63.0,59.0,1667,5.27,3.36,5.39
51928,4,3,4,0.55,59.4,62.0,1667,5.32,3.17,5.36
51929,4,0,2,0.54,63.2,55.0,1667,5.21,3.28,5.17
51930,4,4,6,0.51,60.9,56.0,1668,5.17,3.16,5.22
51931,4,3,4,0.51,61.1,56.0,1668,5.17,3.17,5.2
51932,4,0,5,0.51,62.5,58.0,1668,5.12,3.22,5.18
51933,4,1,5,0.55,62.3,61.0,1669,5.16,3.23,5.21
51934,4,2,2,0.6,60.3,59.0,1670,5.42,3.29,5.5
51935,4,1,5,0.52,63.3,56.0,1670,5.12,3.23,5.08
51936,4,0,4,0.5,63.7,57.0,1671,5.08,3.25,5.13
51937,4,1,5,0.51,59.5,63.0,1671,5.22,3.09,5.17
51938,4,5,3,0.7,63.2,60.0,1672,5.62,3.53,5.55
51939,4,3,5,0.61,63.0,58.0,1675,5.4,3.41,5.43
51940,4,6,5,0.71,62.1,58.0,1675,5.71,3.55,5.73
51941,4,1,4,0.5,62.7,56.0,1675,5.09,3.2,5.12
51942,4,1,4,0.5,61.7,57.0,1675,5.12,3.17,5.16
51943,4,2,5,0.55,61.8,57.0,1676,5.23,3.25,5.28
51944,4,1,4,0.54,61.7,58.0,1676,5.24,3.24,5.27
51945,4,0,5,0.51,62.2,57.0,1678,5.11,3.19,5.14
51946,4,1,5,0.53,63.5,59.0,1678,5.17,3.27,5.13
51947,4,4,4,0.6,60.2,60.0,1679,5.45,3.29,5.48
51948,4,2,2,0.56,60.0,57.0,1679,5.41,3.24,5.38
51949,4,2,4,0.51,60.0,59.0,1680,5.18,3.12,5.22
51950,4,2,5,0.52,60.0,61.5,1680,5.19,3.13,5.23
51951,4,0,5,0.53,62.6,58.0,1682,5.14,3.23,5.18
51952,4,1,4,0.52,60.7,54.0,1682,5.22,3.19,5.29
51953,4,0,5,0.5,61.2,55.0,1682,5.07,3.12,5.12
51954,4,3,4,0.56,60.2,56.0,1686,5.35,3.23,5.37
51955,4,4,4,0.56,59.8,56.0,1688,5.35,3.21,5.38
51956,4,0,5,0.5,63.0,57.0,1688,5.03,3.18,5.06
51957,4,2,2,0.64,60.7,59.0,1688,5.51,3.37,5.59
51958,4,1,5,0.52,60.3,60.0,1689,5.17,3.13,5.21
51959,4,1,5,0.52,62.5,56.0,1689,5.15,3.23,5.18
51960,4,3,4,0.52,61.1,58.0,1689,5.16,3.16,5.19
51961,4,3,4,0.52,61.7,56.0,1689,5.17,3.2,5.21
51962,4,3,4,0.52,62.4,60.0,1689,5.11,3.19,5.12
51963,4,1,5,0.52,60.9,57.0,1689,5.17,3.16,5.2
51964,4,1,5,0.52,62.3,57.0,1689,5.1,3.2,5.17
51965,4,2,4,0.5,62.0,58.0,1692,5.08,3.16,5.11
51966,4,0,2,0.55,60.7,58.0,1692,5.24,3.2,5.3
51967,4,0,2,0.55,61.2,58.0,1692,5.24,3.22,5.29
51968,4,2,5,0.55,61.7,56.0,1692,5.25,3.25,5.29
51969,4,2,5,0.53,59.2,58.0,1693,5.29,3.14,5.31
51970,4,4,7,0.3,61.5,57.0,525,4.32,2.66,4.36
51971,4,4,6,0.28,62.9,54.0,525,4.2,2.65,4.23
51972,4,3,6,0.25,61.7,56.0,525,4.07,2.51,4.09
51973,4,3,6,0.25,63.0,54.0,525,4.02,2.54,4.04
51974,4,3,6,0.25,61.8,56.0,525,4.03,2.5,4.06
51975,4,3,6,0.25,60.6,55.0,525,4.12,2.5,4.14
51976,4,3,6,0.25,61.8,57.0,525,4.04,2.5,4.07
51977,4,3,6,0.25,61.4,56.0,525,4.04,2.49,4.07
51978,4,2,6,0.23,60.7,55.0,525,3.98,2.42,4.0
51979,4,1,7,0.25,63.1,55.0,526,3.98,2.53,4.04
51980,4,1,6,0.25,60.1,57.0,526,4.08,2.46,4.11
51981,4,1,2,0.3,59.7,59.9,526,4.36,2.61,4.4
51982,4,2,1,0.25,63.3,59.0,526,3.99,2.54,4.04
51983,4,3,4,0.5,61.0,58.0,1694,5.08,3.12,5.15
51984,4,1,5,0.52,63.4,57.0,1694,5.16,3.26,5.12
51985,4,2,4,0.51,62.4,59.0,1697,5.04,3.16,5.09
51986,4,1,4,0.51,60.4,59.0,1697,5.16,3.13,5.2
51987,4,3,4,0.54,63.6,56.0,1698,5.17,3.31,5.24
51988,4,4,2,0.51,61.0,55.0,1698,5.18,3.17,5.21
51989,4,4,3,0.72,63.3,57.0,1698,5.7,3.6,5.67
51990,4,0,2,0.62,62.4,58.0,1700,5.42,3.4,5.47
51991,4,0,5,0.52,59.4,61.0,1701,5.23,3.11,5.24
51992,4,0,5,0.5,59.1,59.0,1703,5.19,3.08,5.24
51993,4,5,5,0.61,62.7,57.0,1706,5.39,3.39,5.42
51994,4,2,5,0.56,60.8,57.0,1706,5.29,3.23,5.33
51995,4,2,4,0.51,61.0,59.0,1706,5.16,3.13,5.1
51996,4,4,1,0.5,61.3,60.0,1706,5.08,3.14,5.17
51997,4,1,5,0.54,61.2,58.0,1707,5.21,3.21,5.28
51998,4,5,1,0.54,58.8,61.0,1708,5.29,3.13,5.35
51999,4,5,6,0.59,62.8,58.0,1709,5.3,3.34,5.34
52000,4,3,4,0.51,63.4,57.0,1709,5.08,3.21,5.04
